Artist,Streams,Tracks,Genres
Endzone,184701,"61 Grad, 61 Grad (Deep House RMX)",german hip hop
TM,184701,"61 Grad, 61 Grad (Deep House RMX)",sleep
Mario Novembre,268931,"Allein sein, Lautlos, Fucked Up",german pop
Azet,728977,"KMN, Fluch, Aventador, Une jam, Gotat, 50km/h, Freigang, Nicht da, Ti Harro, Tequila, Habibi","albanian hip hop, german hip hop"
Zuna,319696,"KMN, Baby 2.0, Habibi, Bis ich tot bin","albanian hip hop, german hip hop"
ART,424135,"Belgisches Viertel, Quit (feat. MVNA & ART), Rubinroter Wein, Nebel, Melatonin, Belgisches Viertel","big room, edm, electro house, pop dance, progressive electro house, progressive house, russian edm"
1986zig,170452,"Kopf aus, Keine Pause","german hip hop, german pop"
FOURTY,649880,"WENN DU MICH VERMISST, Heimkommen, Autotür, Squad X Showtime, Tut mir leid, SHOTS, Flugangst, Over, WENN DU MICH VERMISST, Squad X Showtime, Ice Cream (feat. Fourty & Gentleman)","german hip hop, german r&b, german trap"
Mathea,216418,"WENN DU MICH VERMISST, Sanduhr, WENN DU MICH VERMISST",german pop
Lagique,109938,Wasted Love (feat. Lagique),pop dance
Tinlicker,195859,"Because You Move Me, Because You Move Me",progressive house
Helsloot,195859,"Because You Move Me, Because You Move Me",house
Claudia Valentina,108449,HIGH (feat. Claudia Valentina),uk pop
Noizy,301479,"Alles Gut, Heart Attack, BANDITA (feat. Noizy), Bonjour Madame","albanian hip hop, albanian pop, greek trap"
Jugglerz,169078,"Alles Gut, 50km/h",jamaican dancehall
Rammstein,1175895,"Dicke Titten, Angst, Zeit, Zeit, Zick Zack, Armee der Tristen, Zick Zack, Giftig, Schwarz, Meine Tränen, Adieu, OK, Lügen, Deutschland, Sonne","german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
VIZE,672631,"White Lies, The One, Paradise, Merry Christmas Everyone, Never Let Me Down, Dynamite, Close Your Eyes, Easy Peasy, Behind Blue Eyes, Never Be Lonely, Core (That's Who We Are)","german dance, slap house"
Tokio Hotel,186476,"White Lies, Fahr mit mir (4x4) (feat. Tokio Hotel), Behind Blue Eyes",german pop rock
Eddin,175060,"I Ke Harru, Kurz vor 6, Nicht Echt",german hip hop
Capo,498406,"GHETTOGIRL, GHETTOGIRL, MAHALLE, HIMALAYA, HEB AB 2, 4 Kanaken, ZEIT UND GELD, Awimbawe (feat. Capo), PAPAYA","cali rap, oakland hip hop, westcoast flow"
SANNA,103706,BERETTA,background piano
Milky Chance,250611,"Colorado, Colorado, Synchronize","german pop, modern rock"
KALUSH,111734,"Stefania (Kalush Orchestra), Stefania (Kalush Orchestra)","ukrainian hip hop, ukrainian pop, ukrainian viral pop"
Rosa Linn,102152,SNAP,alt z
King Khalil,101364,Die zwei kenn ich,german hip hop
Vanessa Mai,151267,"Happy End (feat. Sido), Melatonin","german pop, schlager"
Haftbefehl,508652,"OZEAN, RENN RENN, Wieder am Block, Leuchtreklame, NUMMER EINS, 4 Kanaken, Offen / Geschlossen - Short Edit, Lebe Leben, Ich will es Bar, Steig ein (feat. Haftbefehl)",german hip hop
Rea Garvey,98991,The One,german pop
BUSHIDO ZHO,248349,"vodila, СТОМАТОЛОГИЧКА, Faded, макинтош бизнес онли, макинтош бизнес онли, Выстрелы, GAN'G Autro (feat. Bushido Zho, Scally Milano, MAYOT, Magnum Opus, SEEMEE, YUNGWAY) (feat. Bushido Zho, Scally Milano, MAYOT, Magnum Opus, SEEMEE & YUNGWAY), Коми, Ребром, В Хлам, .logicx, Нет денег у сонных [Pleasure]","russian drill, russian hip hop, russian trap"
01099,549523,"Glücklich, Durstlöscher, Durstlöscher, Frisch, Dies & Das, Weihnachtslied 2021, 1976 (feat. Paul, Zachi & Gustav) - Remix, Frisch, 2000er, Jacke zu, Schnelle Brille",german hip hop
Kida,137467,"Lila, Dale","florida drill, florida rap, melodic rap, miami hip hop, rap, trap, trap latino"
BOJAN,475619,"Paradies, RAFFAELO, MVP, WOHIN, WHEN I DIE, MARLBORO GOLD, Seele, MONEY ON MY MIND",german hip hop
Lune,478974,"Baby 2.0, Pourquoi, WOHIN, DU BIST DER FEHLER., HAB NUR EINE BITTE., gebe auf., du wirst es nie verstehen., HAB NUR EINE BITTE.","contemporary country, country"
Selmon,234107,"Molly (feat. Bausa), Lonely, Keine Party, Lonely","german alternative rap, german hip hop"
Schmyt,245110,"Alles anders (weniger im Arsch), Gift, Leuchtreklame, Mach kaputt",german hip hop
Sääftig,187995,"Bayrisch Drip, Dirndl Weed, Bayrisch Drip",german viral rap
Purple Disco Machine,310652,"Fireworks (feat. Moss Kena & The Knocks), Hypnotized, In The Dark, Dopamine (feat. Eyelar), Fireworks (feat. Moss Kena & The Knocks)","deep house, house"
Moss Kena,129884,"Fireworks (feat. Moss Kena & The Knocks), Fireworks (feat. Moss Kena & The Knocks)",uk contemporary r&b
The Knocks,129884,"Fireworks (feat. Moss Kena & The Knocks), Fireworks (feat. Moss Kena & The Knocks)","alternative dance, indie poptimism, nu disco"
MERO,378905,"Rapstars (feat. Jamule), Konum Gizli (feat. Murda), Double Cup, Gece Gündüz, 3AM","hip hop, rap"
Master KG,92032,Jerusalema (feat. Nomcebo Zikode),"bolobedu house, south african house"
Nomcebo Zikode,92032,Jerusalema (feat. Nomcebo Zikode),"afro soul, south african pop"
kid kapri,126720,"Mosaik, Tag eins","german hip hop, german trap"
Slade,90436,Merry Xmas Everybody,"classic texas country, red dirt, texas country"
Yung Hurn,151129,"Schlimm ;-(, NICHT MEHR HIER","cloud rap, german cloud rap, german hip hop, phonk"
Coby,210994,"Zlatno dete, Divljam, Odakle Sam Ja","balkan hip hop, balkan trap, turbo folk"
Kalazh44,88700,Rote Augen 2,"german drill, german hip hop"
Öwnboss,88543,Move Your Body,brazilian edm
Sevek,88543,Move Your Body,pop dance
Gabry Ponte,204576,"Thunder, The Passenger (LaLaLa) [feat. MOKABY], Mad World, Monster","eurodance, italo dance, slap house"
Prezioso,88339,Thunder,italo dance
Pizzera & Jaus,288877,"Der seidene Faden, frmdghn, Klana Indiana, die sunn und di, eine ins leben","austropop, graz indie, volkspop"
Big Toe,161219,"Turtlez, GNRFT",game mood
MVNA,87525,Quit (feat. MVNA & ART),"latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol"
Nullzweizwei,87366,COACHELLA,german hip hop
Cliff Richard,86355,Mistletoe and Wine,"adult standards, rock-and-roll"
Laurell,85751,Habit,canadian pop
Anonym,354514,"Augen überall (feat. Ano), MVP, Ghetto Gemälde, WHEN I DIE, Seele, MONEY ON MY MIND",gregorian chant
Kraftklub,127596,"Ein Song reicht, Fahr mit mir (4x4) (feat. Tokio Hotel)","german indie, german pop"
HBz,175213,"LEBENSLANG - HBz Remix, King Kong, Hoch die Hände Wochenende",melbourne bounce international
Rolf Zuckowski,84832,In der Weihnachtsbäckerei,kindermusik
ElGrandeToto,84407,love nwantiti (feat. ElGrande Toto) - North African Remix,"arabic hip hop, rap maroc"
VINAI,83094,Rise Up (feat. Vamero),"dutch house, edm, electro house, melbourne bounce international, pop dance, progressive electro house, slap house"
Band Aid 30,81339,Do They Know It's Christmas? - 2014,musical advocacy
Sun Diego,241389,"Rotlichtmassaker 2, Schwarz Rot Gold, La Familia 2, Ha-Satan, Apocalyptic Endgame","deep german hip hop, german hip hop"
Joker Bra,131080,"Paradise, BLOCK",german hip hop
MORGENSHTERN,295188,"Селяви, DALEKO, 12, Известным, Номер, POCHEMU?, HUMMER, Cristal & MOYOT (feat. SODA LUV & blago white & OG Buda & MAYOT) - Remix, Domoi, 12","russian hip hop, russian trap"
Summer Cem,599815,"WEEE, DOLLARS & ISYANS (feat. BILLA JOE), OK (feat. Summer Cem, Nimo & JAY1), OHA Remix (feat. Luciano), RATCHET, FRIENDSHIPS, MMH JA, Rap hat mich gerettet, ICE CUBES (feat. Scorpion Gang & Faroon), iiiiiii, RATCHET RMX (feat. KC Rebell, reezy, Nimo & Dardan), SCHÜTT ES EIN",german hip hop
LUIS,221141,"Bisschen High, 1.000 EMOTIONEN, Omg, cro hat mir gesagt es wird easy","corrido, corridos tumbados, norteno, nueva musica mexicana, sad sierreno, sierreno"
TYM,79068,Bisschen High,"hip hop, rap"
Bilderbuch,227588,"Nahuel Huapi, Daydrinking, Nahuel Huapi, Dates, Maschin","austrian indie, austrian pop, austropop"
ELIF,139291,"HIGHWAY (feat. ELIF), MONEY II","banda, corrido, musica mexicana, norteno, nueva musica mexicana"
Murda,202645,"Konum Gizli (feat. Murda), Gece Gündüz, OHA Remix (feat. Luciano)","canadian hip hop, canadian trap"
Alligatoah,569804,"Nachbeben, Mit dir schlafen, Nicht adoptiert, Stay in Touch, Fuck Rock n Roll, Mit dir schlafen, Nicht adoptiert, Willst du, Monet, Nebenjob, Feinstaub, Nachbeben, Hart Vermissen",german pop
Lio,77395,DUFT (feat. Lio),soft rock
KAMRAD,77145,I Believe,german indie folk
Gallo Nero,131062,"MUKKE, Schwarzer Jaguar",german hip hop
Butrint Imeri,163852,"Kuku, PARE, Dale",albanian pop
INAS,76538,Nyokosuzi,turbo folk
Tom Gregory,220520,"River, Never Let Me Down, Footprints, Fingertips",uk pop
Katy Perry,112181,"Cozy Little Christmas, When I’m Gone (with Katy Perry)",pop
reezy,670417,"ITACHI FLOW, Lonely, Paris (feat. Luciano), NOCH EINMAL, DOLLARS & ISYANS (feat. BILLA JOE), LOYALTY OVER LOVE, MANCHESTER, DILEMMA, SAGROTAN (feat. reezy), RATCHET RMX (feat. KC Rebell, reezy, Nimo & Dardan), Lonely, Trap Billie Jean","german hip hop, german r&b"
Klangkarussell,75618,Home,"austrian pop, deep euro house"
AK AUSSERKONTROLLE,241675,"Gut im Geschäft, Unter dem Radar, 3065, In meinem Benz",german hip hop
Seiler und Speer,107304,"Hödn, Principessa","austropop, volkspop"
Martin Garrix,167955,"We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song, Love Runs Out (feat. G-Eazy & Sasha Alex Sloan), Pressure (feat. Tove Lo)","dutch edm, edm, pop, pop dance, progressive house"
Bono,75098,We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,"downtempo, electronica, indietronica, instrumental hip hop, jazztronica, nu jazz, trip hop"
LaRose,74859,Aventador,kompa
Sarah Connor,124635,"The Best Side Of Life, Christmas In My Heart",german pop
Dennis Lloyd,121782,"Young Right Now, Alien",israeli pop
Pietro Lombardi,241232,"Vorbei, You're My Heart, You're My Soul, Lüg mich an, Ich lass dich nicht los, Ti Amo",german pop
J Fado,72190,Plesi,charva
Alle Farben,172087,"Alright (feat. KIDDO), Lemon Tree, Somewhere Over the Rainbow / What a Wonderful World, Running Back To You","deep euro house, german dance"
Casper,71457,Schwarz,"reggaeton, reggaeton flow, trap latino, urbano latino"
Prince Bopp,71084,Solid,cincinnati rap
Alessia Cara,70342,Make It To Christmas,"canadian contemporary r&b, canadian pop, pop"
Egor Kreed,100282,"Otpuskaiu, ДЕВОЧКА НЕ ПЛАЧЬ, LAMBO URUS","russian hip hop, russian pop"
MakSim,70246,Otpuskaiu,russian pop
Frankie Goes To Hollywood,70221,The Power Of Love,"dance rock, hi-nrg, new romantic, new wave, new wave pop, synthpop"
Ingrid Michaelson,69969,Rockin' Around The Christmas Tree,"acoustic pop, ectofolk, lilith, neo mellow"
Grace VanderWaal,69969,Rockin' Around The Christmas Tree,post-teen pop
*NSYNC,69919,"Merry Christmas, Happy Holidays","boy band, dance pop, pop"
Eartha Kitt,69801,Santa Baby (with Henri René & His Orchestra),"torch song, vocal jazz"
Henri René and His Orchestra,69801,Santa Baby (with Henri René & His Orchestra),man's orchestra
Lucio101,356287,"Hier, SOLL KOMMEN WER WILL, FAFB, Tränen, FLYY, Traffic, Million (feat. Lucio101, Nizi19, Omar101 & Karamel19), 6 Nullen","german alternative rap, german drill, german hip hop"
Ricky Rich,184077,"Habibi, Habibi, ON FIRE (feat. Ricky Rich)","swedish hip hop, swedish trap pop"
Arut,69085,VLAGA,"garage rock, modern rock, permanent wave, rock, sheffield indie"
Big Baby Tape,235945,"VLAGA, 99 Problems, Bandana, Million, ВЛЮБИЛАСЬ, КЭН, Big Tymers, Mama Makusa, Веном","russian hip hop, russian trap"
Longus Mongus,287422,"Drink Ist Kalt, Drink Ist Kalt, Hoodnights, Pass Nicht Rein (feat. Longus Mongus), Lustig, Overdose",german hip hop
Hamzo 500,104929,"Squad X Showtime, Squad X Showtime","german hip hop, german underground rap"
Rua,104929,"Squad X Showtime, Squad X Showtime","puerto rican pop, reggaeton, trap latino, urbano latino"
BILLA JOE,259741,"Paris (feat. Luciano), DOLLARS & ISYANS (feat. BILLA JOE), FRIENDSHIPS, ICE CUBES (feat. Scorpion Gang & Faroon), SCHÜTT ES EIN","album rock, classic rock, heartland rock, mellow gold, piano rock, rock, singer-songwriter, soft rock"
Devito,201185,"Roze, Omadjijala, Marina, Ljubav","balkan trap, turbo folk"
Helene Fischer,132159,"Vamos a Marte (feat. Luis Fonsi), Fröhliche Weihnacht überall",schlager
Teesy,134987,"HÖR NICHT AUF (feat. Teesy), HÖR NICHT AUF (feat. Teesy)","german pop, german r&b"
Kool Savas,384137,"Brachland, Nie mehr zurück (feat. Kool Savas & Sido), Rapkiller, King, Taub, Stumm & Blind, Rapkiller, Erlkönig, AMG","german hip hop, turkish hip hop"
Romero,67735,Sie Liebt Techno,"latin christian, rock cristiano"
Go_A,67366,SHUM,ukrainian viral pop
Sophie and the Giants,125088,"Hypnotized, In The Dark",sheffield indie
Silva,121140,"Jumper, Jumper",otacore
Kidda,66140,PALE (feat. Dardan),"albanian pop, basshall"
Jennifer Hudson,66030,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),"dance pop, r&b, urban contemporary"
GAYAZOV$ BROTHER$,77780,"MALINOVAYA LADA, Poshla zhara","russian dance, russian hip hop, russian pop"
AYLIVA,209579,"Schmetterlinge, Deine Schuld, Wenn ich wein, Bleib",german pop
twocolors,65419,Lovefool,"edm, pop dance, pop edm"
Mark Forster,146457,"Drei Uhr Nachts, Drei Uhr Nachts, Übermorgen",german pop
Takt32,105702,"Egal wie hoch, Irgendwie egal",german hip hop
Belah,64523,Nese Don,german hip hop
Meda,64523,Nese Don,"future bass, vapor twitch"
Ella Henderson,213550,"Blame It On The Mistletoe, 21 Reasons (feat. Ella Henderson), Crazy What Love Can Do, Hurricane","dance pop, pop dance, talent show, uk pop"
AJ Mitchell,64509,Blame It On The Mistletoe,"alt z, pop"
LUNA,199854,"verlierer, Küsse wie Gift, blau, hausflur","reggaeton, reggaeton flow, trap latino, urbano latino"
ARAM Mafia,64306,Habibi,swedish trap pop
OMG,181149,"Melodie, Schmerz, iiiiiii, Melodie",slowed and reverb
Cheriimoya,172939,"Living Life, In The Night (feat. Sierra Kidd), Living Life, In The Night, Living Life, In The Night (feat. Sierra Kidd)",sad lo-fi
Sierra Kidd,172939,"Living Life, In The Night (feat. Sierra Kidd), Living Life, In The Night, Living Life, In The Night (feat. Sierra Kidd)","german cloud rap, german hip hop"
CÉLINE,62947,Ballade,canadian pop
Bozza,211220,"Tut mir leid, Nie mehr zurück (feat. Kool Savas & Sido), Allein (feat. Sido & GINI), Grey Goose (feat. Bausa)","german hip hop, german underground rap"
niteboi,61881,u.,drift phonk
Gigi D'Agostino,161373,"Hollywood, L'Amour Toujours, Never Be Lonely, In My Mind","eurodance, italo dance"
Gustav,368798,"Durstlöscher, Durstlöscher, Frisch, Dies & Das, 1976 (feat. Paul, Zachi & Gustav) - Remix, Frisch, Jacke zu, Schnelle Brille","argentine ambient, latin classical, latin soundtrack, orchestral soundtrack, soundtrack"
Zachi,240666,"Durstlöscher, Durstlöscher, Dies & Das, 1976 (feat. Paul, Zachi & Gustav) - Remix, Schnelle Brille","classic oklahoma country, modern country pop"
AVO,161957,"Durstlöscher, Durstlöscher, Dies & Das",lo-fi cover
Twenty One Pilots,212513,"Shy Away, Choker, Shy Away, Saturday, Stressed Out","modern rock, pop, pov: indie, rock"
LXNER,108535,"adaptive strike, Лёд, Крышу сносит","hyperpop, russian drain"
quiizzzmeow,106289,"adaptive strike, Aomine Daiki, сети, Крышу сносит","russian drain, russian emo rap, russian hyperpop"
Wincent Weiss,116673,"Wer wenn nicht wir, Wer wenn nicht wir",german pop
SDP,155520,"Wie viele Lieder muss ich noch schreiben?, Die schönsten Tage, Die schönsten Tage","german pop, german reggae"
Dance Fruits Music,161315,"Calabria (feat. Fallen Roses, Lujavo & Lunis), Calabria (feat. Fallen Roses, Lujavo & Lunis), Calabria (feat. Fallen Roses, Lujavo & Lunis)",lo-fi product
Fallen Roses,161315,"Calabria (feat. Fallen Roses, Lujavo & Lunis), Calabria (feat. Fallen Roses, Lujavo & Lunis), Calabria (feat. Fallen Roses, Lujavo & Lunis)",lo-fi latino
Lujavo,161315,"Calabria (feat. Fallen Roses, Lujavo & Lunis), Calabria (feat. Fallen Roses, Lujavo & Lunis), Calabria (feat. Fallen Roses, Lujavo & Lunis)",mexican edm
Subasa,59884,Verbrannt,"cologne hip hop, german underground rap"
Bushido,379225,"Narben, E.G.J., Giftgrünes B, King Sonny Black, Familie, 90er Berlin, H.M.P.2","russian drill, russian hip hop, russian trap"
Soso Maness,59646,Petrouchka (feat. PLK & RAF Camora) - Remix,"french hip hop, pop urbaine, rap francais, rap marseille"
PLK,59646,Petrouchka (feat. PLK & RAF Camora) - Remix,"french hip hop, pop urbaine, rap conscient, rap francais"
Soufian,59613,Wieder am Block,german hip hop
SSIO,209178,"Nullkommaneun, Clubhouse, Moncler, POPSMOKE DANCE","afghan rap, german hip hop, hamburg hip hop"
Animus,104718,"E.G.J., H.M.P.2",german hip hop
Saad,104718,"E.G.J., H.M.P.2","arab pop, moroccan pop, rif, shaabi"
ILIRA,144272,"Dynamite, Anytime, Best of Us",albanian pop
MistaJam,59374,If You Really Love Me (How Will I Know),uk dance
John Newman,59374,If You Really Love Me (How Will I Know),dance pop
Michael Patrick Kelly,141358,"Throwback, Throwback, Beautiful Madness",german pop
Pulsedriver,199477,"One to Make Her Happy, One to Make Her Happy, 5 Days, Truly Madly Deeply","bubble trance, german dance, hands up"
Relja,58755,Omadjijala,turbo folk
OMAR,58669,PRIME (feat. OMAR),"bedroom pop, bedroom soul"
Jona Lewie,58521,Stop The Cavalry,new wave pop
Liam Payne,58136,All I Want (For Christmas),pop
Alok,97376,"Love Again (feat. Alida), Headlights (feat. KIDDO)","electro house, pop nacional, sertanejo universitario, slap house"
Alida,177652,"Love Again (feat. Alida), One More Time (feat. Alida), In Your Eyes (feat. Alida), In Your Eyes (feat. Alida)","norwegian pop, pop dance"
Esther Graf,135400,"Mit dir schlafen, Nie begegnet, Mit dir schlafen","frauenrap, german pop"
XATAR,56800,Die Straße lebt,"german hip hop, hamburg hip hop, kurdish hip hop"
Danger Dan,109352,"Das ist alles von der Kunstfreiheit gedeckt, Das ist alles von der Kunstfreiheit gedeckt",glam metal
Sam Gray,56095,Unbreakable (with Sam Gray),uk dance
Danju,55842,Meine Gang (Bang Bang),german cloud rap
Ivan Cornejo,55709,Está Dañada,sad sierreno
Eyelar,55680,Dopamine (feat. Eyelar),uk pop
Marteria,55667,Niemand bringt Marten um,"german hip hop, german pop"
Lil Peep,130203,"Star Shopping, Star Shopping, Falling Down - Bonus Track","cloud rap, emo rap, lgbtq+ hip hop"
Alies,178125,"Rapkiller, King, Rapkiller, AMG","canadian contemporary r&b, canadian pop, pop"
HoodBlaq,54803,Barrio,german hip hop
Quada,54754,Money kommt,"dancehall, traphall"
Lucenzo,54643,Danza Kuduro,reggaeton
Nathan Dawe,54616,21 Reasons (feat. Ella Henderson),"pop dance, uk dance"
Mykola Dmytrovych Leontovych,54443,Carol of the Bells,"post-romantic era, ukrainian classical"
John Williams,54443,Carol of the Bells,"orchestral soundtrack, soundtrack"
JAZN,54293,Purple Rain,"afrofuturism, alternative r&b, atl hip hop, neo soul, r&b"
Jazeek,54214,Blunt für dich,german hip hop
Morpheuz,54081,Ich bin unterwegs,"german hip hop, german trap"
Ezhel,96825,"BENIM HAYALLER, 4 Kanaken","turkish hip hop, turkish trap"
Blind Channel,53643,Dark Side,"oulu metal, trancecore"
Mike Singer,91219,"Verdammt ich lieb' dich, Warum bist du so",german pop
Sasha Alex Sloan,53540,Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),alt z
Tayna,146288,"Ti Harro, PARE, Tequila",albanian pop
Samo104,89150,"Fuck Love, Fuck Love",german hip hop
Chapo102,100878,"MISSED CALLS, Erkläre mir die Liebe",german hip hop
102 Boyz,53277,MISSED CALLS,"german alternative rap, german drill, german hip hop"
KitschKrieg,52879,Unterwegs,"german hip hop, hamburg hip hop"
Fireboy DML,52787,Peru,"afrobeats, nigerian pop"
lityway,52670,Für dich (feat. ille & MABU),german trap
ille,52670,Für dich (feat. ille & MABU),"edm, melodic dubstep, pop dance"
MABU,52670,Für dich (feat. ille & MABU),meme
BACI,52445,Big Bad Wolf (feat. BACI),"colombian pop, latin alternative, latin pop, rock en espanol"
Aaliyah,52126,Familie,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary"
Alcemist,52112,Stan Smith,charva
Coco,52112,Stan Smith,preschool children's music
Mahmood,51813,Brividi,"italian adult pop, italian pop"
BLANCO,51813,Brividi,"black americana, country rap"
Hippie Sabotage,51357,Devil Eyes,"edm, electronic trap"
Phil The Beat,51273,Anytime,slap house
The Andrews Sisters,51151,Mele Kalikimaka - Single Version,"adult standards, swing, torch song, vocal harmony group"
Breskvica,178969,"Losa, Srecan Put, Zivot Si Moj, Lutka",turbo folk
Kungs,51073,Never Going Home,"edm, pop dance"
Olexesh,234609,"BLOCK, KILL KILL, UDSSR, LILA, Gib mir was ab, LILA","german drill, german hip hop"
GINI,50801,Allein (feat. Sido & GINI),"contemporary r&b, hip pop, r&b, urban contemporary"
Schubi AKpella,50791,Immer noch,german hip hop
Dirty Heads,50203,Vacation,"reggae fusion, reggae rock"
Aarne,50136,DALEKO,"russian hip hop, russian viral rap"
Rod Stewart,50035,Santa Claus Is Coming To Town,"mellow gold, soft rock"
Culcha Candela,82883,"Monsta, Monsta",german pop
Christopher Martin,49843,Paper Loving,"dancehall, reggae fusion"
Monk,195606,"Hoodnights, BLUEBERRY YUM YUM, Lustig, Church, Overdose","garage rock, modern rock, permanent wave, rock, sheffield indie"
Dead Dawg,160418,"Hoodnights, BLUEBERRY YUM YUM, Lustig, Church",german hip hop
Django,49673,Shank On Me,"french jazz, gypsy jazz, jazz, jazz guitar, swing"
Kurdo,162044,"Butterfly (feat. NGEE), Awimbawe (feat. Capo), Bébé, Immer Echter","german hip hop, kurdish hip hop"
Rasta,49233,Aman,turbo folk
IAM,48975,DUNYA (feat. Luciano),sad rap
Sean Paul,81146,"Dancing On Dangerous, Dynamite","dance pop, dancehall, pop, pop rap"
Little Sis Nora,48382,MDMA,melbourne bounce international
Barbara Pravi,48235,Voilà,"french pop, nouvelle chanson francaise"
Gene Autry,48045,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,"classic oklahoma country, cowboy western, traditional country, western swing, yodeling"
Stepan Konicek,47979,Tři Oříšky Pro Popelku (Motiv I.) - Úvod,detske pisnicky
Filmový symfonický orchestr,47979,Tři Oříšky Pro Popelku (Motiv I.) - Úvod,symfonicky orchestr
Kolja Goldstein,47900,VON DA WO ICH KOMME,german hip hop
Clueso,95297,"Die schönsten Tage, Die schönsten Tage","german pop, german singer-songwriter"
Philipp Poisel,47601,Erkläre mir die Liebe,german pop
Nico Santos,111797,"In Your Arms (For An Angel), Best of Us, Running Back To You",german pop
Paul van Dyk,47185,In Your Arms (For An Angel),"german techno, trance, uplifting trance"
zyon,46970,Sober (Slowed),"reggaeton, urbano latino"
Bawer,46653,Baby (OG),"minimal tech house, tropical house"
Dante YN,201951,"Sonntagabend, und ich rauch, Trapstar, 21, 2 Uhr nachts",german hip hop
Monet192,231419,"Champions Club, Love, Nie begegnet, Vorbei, Feuer, Sterne",german hip hop
X Ambassadors,46260,Undeniable (feat. X Ambassadors),"modern alternative rock, modern rock, stomp pop"
MARINA,85590,"Bubblegum Bitch, Primadonna","metropopolis, pop, pov: indie, uk alternative pop"
Lent,45875,Rap hat mich gerettet,canadian hip hop
t.A.T.u.,45822,All The Things She Said,"dance pop, europop, girl group"
Soolking,45580,Suavemente,"french hip hop, pop urbaine, r&b francais, rap algerien"
The Beatnuts,45498,Se Acabo (feat. Method Man) - Remix,"east coast hip hop, queens hip hop"
Method Man,45498,Se Acabo (feat. Method Man) - Remix,"east coast hip hop, hardcore hip hop, hip hop"
Milano,89026,"Bleib, leer",samurai trap
Omah Lay,44961,attention,"afrobeats, nigerian pop"
Electric Callboy,44814,Spaceman (feat. FiNCH),"comic metal, german metalcore, trancecore"
FiNCH,149460,"Spaceman (feat. FiNCH), Easy Peasy, Herzalarm, Hoch die Hände Wochenende","emo, pop punk, post-hardcore, screamo"
S1mba,44721,Rover (feat. DTG),afroswing
DTG,44721,Rover (feat. DTG),afroswing
Azzi Memo,44663,HEB AB 2,german hip hop
Why Don't We,44525,Feliz Navidad - Recorded at Spotify Studios NYC,"boy band, pop"
Faroon,116889,"ICE CUBES (feat. Scorpion Gang & Faroon), Money On My Mind, Trap Billie Jean",german hip hop
MC Stojan,44227,Zivot Si Moj,turbo folk
Adel Tawil,44221,NUMMER EINS,german pop
Natasha Bedingfield,44200,Shake up Christmas 2011 (Official Coca-Cola Christmas Song),"dance pop, pop, post-teen pop"
JC Stewart,44178,I Need You To Hate Me,uk pop
Paul,79426,"1976 (feat. Paul, Zachi & Gustav) - Remix, Jacke zu","classic rock, folk, folk rock, mellow gold, permanent wave, rock, singer-songwriter, soft rock"
fem.love,61008,"Фотографирую закат, 1000-7",russian drain
Lukas Graham,43679,HERE (For Christmas),"danish pop, scandipop"
Sam Ryder,43484,SPACE MAN,uk pop
Cornelia Jakobs,43422,Hold Me Closer,swedish pop
Miss Li,43378,Close Your Eyes,"classic swedish pop, swedish pop"
Ardian Bujupi,80039,"Pina Whiskey, Lotto","albanian hip hop, albanian pop, german hip hop, kosovan pop, turbo folk"
Wanda,43345,Die Sterne von Alterlaa,"classic oklahoma country, nashville sound, rock-and-roll, rockabilly"
Naughty Boy,43336,La La La,uk contemporary r&b
Melanie Martinez,43258,Pacify Her,"alt z, electropop, pop"
Noah,43056,Lauf,"pov: indie, singer-songwriter pop"
Шайни,42954,Yeyo!,"k-pop, k-pop boy group"
Max Korzh,163859,"Это наш путь, Афган, Горы по колено, Малиновый закат, 17 лет, Эндорфин, Жить в кайф, Пьяный дождь, Снадобье, 2 типа людей, Малый повзрослел","belarusian hip hop, russian hip hop"
Daði Freyr,42752,10 Years,"icelandic pop, sunnlensk tonlist"
Jamin,42685,Triple Threat,k-pop
xxxmanera,42369,Never Broke Again,"russian hip hop, zxc"
Pitbull,84175,"Timber (feat. Ke$ha), Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","dance pop, miami hip hop, pop"
Kesha,78214,"Timber (feat. Ke$ha), Backstabber","dance pop, pop"
Undacava,41959,Melodien,"german hip hop, german underground rap"
Ne-Yo,41945,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","dance pop, pop, r&b, urban contemporary"
Afrojack,77368,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer), Hero","big room, dance pop, dutch house, edm, electro house, pop dance, progressive electro house"
Nayer,41945,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",deep dance pop
DJ Gimi-O,76580,"MASHALLAH, EX","albanian pop, tallava"
Alketa,41755,MASHALLAH,albanian pop
Franz Xaver Gruber,41679,"Stille Nacht, heilige Nacht",lds instrumental
Dresdner Kreuzchor,41679,"Stille Nacht, heilige Nacht","children's choir, german choir"
