Artist,Streams,Tracks,Genres
Labrinth,2906366,"I’m Tired (with Zendaya) - Bonus Track, Mount Everest, All For Us, All For Us - from the HBO Original Series Euphoria, Formula, When I R.I.P., Forever, Still Don't Know My Name","indie poptimism, pop"
Zendaya,1724300,"I’m Tired (with Zendaya) - Bonus Track, All For Us, All For Us - from the HBO Original Series Euphoria, Elliot's Song - From ""Euphoria"" An HBO Original Series","pop, post-teen pop"
Jolyon Petch,1191215,"Dreams, Dreams","australian house, deep tropical house"
Metallica,858933,"Master of Puppets (Remastered), Enter Sandman (Remastered)","hard rock, metal, old school thrash, rock, thrash metal"
Bas,1847595,"l e t . g o . m y . h a n d (with Bas & 6LACK), 1 0 0 . m i l ‘ (with Bas), h u n g e r . o n . h i l l s i d e (with Bas), [The Jackie] (with J. Cole & Lil Tjay)","queens hip hop, rap, sudanese hip hop, sudanese pop, underground hip hop"
Leah Kate,613479,10 Things I Hate About You,alt z
Fleetwood Mac,1379759,"Dreams - 2004 Remaster, Go Your Own Way - 2004 Remaster, The Chain - 2004 Remaster, Everywhere - 2017 Remaster","album rock, classic rock, rock, soft rock, yacht rock"
Alejo Isakk,2221542,"P rreo, Diablona, Chetos Vs. Turros, Red Bull Red Label, INDIQUEN | E3, Bellakeo",rkt
Paul McCartney,610349,Wonderful Christmastime - Edited Version / Remastered 2011,"beatlesque, classic rock, rock"
KSI,3009845,"Holiday, Holiday, Lose, Patience (feat. YUNGBLUD & Polo G), No Time (feat. Lil Durk), Number 2 (feat. Future & 21 Savage), The Moment, Gang Gang (feat. JAY1 & Deno)",uk hip hop
Summer Walker,863563,"Purple Hearts, No Love (with SZA)","r&b, rap"
Ghostface Killah,606708,Purple Hearts,"east coast hip hop, hardcore hip hop"
Kodak Black,1658213,"Silent Hill, Super Gremlin, Super Gremlin, Drowning (feat. Kodak Black), Super Gremlin","florida drill, florida rap, melodic rap, miami hip hop, rap, trap, trap latino"
Dímelo Flow,1541407,"Se Le Ve, Hola - Remix, Suelta, Elegí (feat. Dímelo Flow), Sigues Con El","reggaeton, reggaeton flow, urbano latino"
Dalex,1845342,"Se Le Ve, Hola - Remix, El Efecto - Remix, Cosas Malas, +Linda, Elegí (feat. Dímelo Flow)","r&b en espanol, reggaeton, trap latino, urbano latino"
Arcangel,1548561,"Se Le Ve, Si Te Veo, Tussi, Diles, Sigues Con El","latin hip hop, reggaeton, trap latino, urbano latino"
Jung Kook,882741,"Left and Right (Feat. Jung Kook of BTS), Stay Alive (Prod. SUGA of BTS)",k-pop
LISA,856195,"MONEY, LALISA",k-pop
Paul Kelly,599801,How to Make Gravy,"australian indigenous, australian rock"
Yebba,599380,Yebba’s Heartbreak,pop soul
AnnenMayKantereit,598860,Tom's Diner,"cologne indie, german singer-songwriter"
Central Cee,1116770,"Obsessed With You, Commitment Issues, Loading",melodic drill
Trippie Redd,1454197,"Miss The Rage (feat. Playboi Carti), Feline (with Polo G & Trippie Redd), Matt Hardy 999 (feat. Juice WRLD), Miss The Rage (feat. Playboi Carti), shots in the dark (with Trippie Redd)","melodic rap, rap, trap"
Playboi Carti,1073723,"Miss The Rage (feat. Playboi Carti), Sky, Miss The Rage (feat. Playboi Carti)","atl hip hop, plugg, pluggnb, rage rap, rap"
Elley Duhé,594092,MIDDLE OF THE NIGHT,alt z
Jason Derulo,2156732,"Take You Dancing, Acapulco, Savage Love (Laxed - Siren Beat), Lifestyle (feat. Adam Levine), Love Not War (The Tampa Beat), 1, 2, 3 (feat. Jason Derulo & De La Ghetto), Jalebi Baby (Tesher x Jason Derulo)","dance pop, pop"
Lewis Capaldi,1350423,"Someone You Loved, Before You Go, Bruises","pop, uk pop"
Lil Wayne,3563661,"You Only Live Twice (with Lil Wayne & Rick Ross), Lose, I Heard You’re Married (feat. Lil Wayne), GANG GANG (with Lil Wayne), HOT WIND BLOWS (feat. Lil Wayne), GANG GANG (with Lil Wayne), Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track, ay! (feat. Lil Wayne), Seeing Green (with Drake & Lil Wayne), ay! (feat. Lil Wayne), Poison (feat. Lil Wayne)","hip hop, new orleans rap, pop rap, rap, trap"
Rick Ross,1401091,"You Only Live Twice (with Lil Wayne & Rick Ross), Lemon Pepper Freestyle (feat. Rick Ross), Manslaughter (feat. Rick Ross & The-Dream)","dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap"
Saweetie,1546378,"Best Friend (feat. Doja Cat), OUT OUT (feat. Charli XCX & Saweetie), Best Friend (feat. Doja Cat)","cali rap, trap queen"
Nirvana,1148676,"Something In The Way, Smells Like Teen Spirit, Smells Like Teen Spirit","grunge, permanent wave, rock"
Casper Magico,1057865,"Travesuras - Remix, Travesuras, Mírame - Remix","reggaeton, reggaeton flow, trap latino, urbano latino"
Wisin & Yandel,1433328,"Travesuras - Remix, Mayor Que Usted, Mala Costumbre, Mala Costumbre","electro latino, reggaeton, trap latino, urbano latino"
Majestic,584958,Rasputin,uk dance
Boney M.,993493,"Rasputin, Mary's Boy Child / Oh My Lord, Rasputin - Single Version",europop
Paul Woolford,955158,"Looking For Me, Looking For Me","house, uk dance, uk house"
Diplo,955158,"Looking For Me, Looking For Me","edm, electro house, moombahton, pop dance"
Wizzard,583664,I Wish It Could Be Christmas Everyday,glam rock
Jax Jones,1363297,"OUT OUT (feat. Charli XCX & Saweetie), Where Did You Go? (feat. MNEK), i miss u (with Au/Ra)","dance pop, edm, house, pop dance, uk dance, uk pop"
Charli XCX,870805,"OUT OUT (feat. Charli XCX & Saweetie), Good Ones, Hot In It","art pop, candy pop, metropopolis, pop, uk pop"
Jerry Di,579425,Mi Cuarto,"cubaton, pop venezolano, trap latino, urbano latino"
The Killers,577052,Mr. Brightside,"alternative rock, dance rock, modern rock, permanent wave, rock"
Phoebe Bridgers,573539,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),"indie pop, la indie, pov: indie"
Oliver Tree,567769,Life Goes On,alternative hip hop
Brothers,1128234,"LET'S TROT!, LET'S TROT!","contemporary country, country, country road, modern country rock, modern southern rock"
Joel Fletcher,1128234,"LET'S TROT!, LET'S TROT!","deep minimal techno, melbourne bounce, melbourne bounce international"
AJR,1113777,"Bang!, Bang!, The Good Part",pov: indie
Calvin Harris,1020844,"Potion (with Dua Lipa & Young Thug), One Kiss (with Dua Lipa), Summer, By Your Side (feat. Tom Grennan)","dance pop, edm, electro house, house, pop, progressive house, uk dance"
Nat King Cole,632628,"The Christmas Song (Merry Christmas To You), Joy To The World","adult standards, lounge, soul, swing, vocal jazz"
The Game,890930,"Eazy, Hate It Or Love It","gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
Latto,1040889,"Big Energy, Big Energy, Big Energy (feat. DJ Khaled) - Remix",trap queen
Jnr Choi,898875,"TO THE MOON, TO THE MOON, TO THE MOON",gambian hip hop
Sam Tompkins,898875,"TO THE MOON, TO THE MOON, TO THE MOON",singer-songwriter pop
Baby Keem,1759321,"Savior, family ties (with Kendrick Lamar), family ties (with Kendrick Lamar), durag activity (with Travis Scott)","hip hop, rap"
Mustard,556671,STILL CHOSE YOU (feat. Mustard),"cali rap, pop rap, rap, southern hip hop, trap"
Idina Menzel,554041,Baby It's Cold Outside (duet with Michael Bublé),"hollywood, movie tunes, show tunes"
Feid,2495162,"ULTRA SOLO REMIX, LA INOCENTE, Pantysito, Normal, Monastery, Ferxxo 100, PORFA","colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Paloma Mami,549442,ULTRA SOLO REMIX,"latin pop, reggaeton chileno, trap chileno"
Hooligan Hefs,1574607,"SEND IT!, We Run The Night - Teddy Cream Remix, Riot, Hoodstar","aussie drill, australian trap"
Tony Bennett,547832,Winter Wonderland,"adult standards, easy listening, lounge, vocal jazz"
Stormzy,923187,"Clash (feat. Stormzy), Clash (feat. Stormzy)","grime, uk hip hop"
ROSÉ,864271,"On The Ground, Gone",k-pop
Havana Brown,544096,We Run The Night - Teddy Cream Remix,"australian dance, australian pop"
Teddy Cream,544096,We Run The Night - Teddy Cream Remix,melbourne bounce
Travis Barker,994957,"t r a n s p a r e n t s o u l feat. Travis Barker, t r a n s p a r e n t s o u l feat. Travis Barker, thought it was (feat. Machine Gun Kelly & Travis Barker)",rap rock
Tyga,860432,"Freaky Deaky, Chosen (feat. Ty Dolla $ign)","hip hop, pop rap, rap, trap"
Sam Smith,1215471,"Like I Can, Have Yourself A Merry Little Christmas, Stay With Me, La La La","pop, uk pop"
Amaarae,972247,"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy), SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)","afro r&b, afrobeats, alternative r&b, ghanaian alternative, ghanaian pop"
Moliy,972247,"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy), SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)",ghanaian alternative
Dani Ribba,1634308,"Cuando Me Ves, A Mi Lado, Lo Olvidaste, Dime, Solo Una Vez","argentine hip hop, trap argentino"
347aidan,600808,"Die Young (feat. 347aidan), MEMORIES!",sad rap
Shawn Mendes,2880738,"Monster (Shawn Mendes & Justin Bieber), When You're Gone, KESI - Remix, It'll Be Okay, Wonder, Summer of Love (Shawn Mendes & Tainy), Señorita, The Christmas Song (Shawn Mendes & Camila Cabello)","canadian pop, pop, viral pop"
RAF Camora,7709531,"Blaues Licht, 2CB, Zukunft, Wenn du mich siehst, Guapa, Criminal, Zukunft, OBSESSED (feat. RAF Camora), Realität, Alles Black, Gelebt, Tageslicht, Chromosom, Vergesse nie die Street, Wenn es schlecht läuft, Mein Planet, Benzin, Intro, Zombie, Wenn du mich siehst, Kapuze im Club, Scusa, Ich kenne meinen Wert, Blaues Licht, DNA, Auf die Feinde (feat. RAF Camora), Generation X, Vergesse nie die Street, Ebbe, Regen, 2CB, Realität, Chromosom, Benzin, Wenn es schlecht läuft, Alles zu seiner Zeit, Über Nacht, Zombie, Kapuze im Club, Intro, Ohne mein Team, Appartement, Verbrannt, Petrouchka (feat. PLK & RAF Camora) - Remix, Wenn du mich siehst - RIBELLU Remix, Wenn du mich siehst, Scusa, Ich kenne meinen Wert, Generation X, Schwarzer Jaguar, 500 PS, Ebbe, Regen, Auf die Feinde (feat. RAF Camora), Palmen aus Plastik, Adriana",german hip hop
Bonez MC,3926153,"Blaues Licht, Extasy, Alles nach Plan, Wenn ich will, Vielen Dank, Extasy, Verpennt, Eine Pille, Blaues Licht, Wenn ich will, Bob Marley, Paradies, Täter Intensiv, Turtlez, 7, NBA, Verpennt, MUKKE, Machen Geld, High, GNRFT, Ganxta im CD Regal, Paradies - Sampler Version, TAG TEAM, Ohne mein Team, Angeklagt, 7, Becher voll Schnapz, Die Straße lebt, Skimaske, Money kommt, Hotel, 500 PS, In meinem Benz, Palmen aus Plastik, Auf mein Fahrrad, Fuckst mich nur ab, Tausend Nummern Remix","german hip hop, hamburg hip hop"
Maroon 5,2347098,"Beautiful Mistakes (feat. Megan Thee Stallion), Beautiful Mistakes (feat. Megan Thee Stallion), Memories, Lost, Memories, Lifestyle (feat. Adam Levine), Payphone, Maps",pop
Eagles,794493,"Please Come Home for Christmas - 2013 Remaster, Hotel California - 2013 Remaster","album rock, classic rock, heartland rock, mellow gold, rock, soft rock, yacht rock"
Em Beihold,534567,Numb Little Bug,"alt z, gen z singer-songwriter"
Duncan Laurence,530291,Arcade,dutch pop
Marshmello,2444648,"Leave Before You Love Me (with Jonas Brothers), You (with Marshmello & Vance Joy), Come & Go (with Marshmello), Numb, Be Kind (with Halsey), Happier, You (with Marshmello & Vance Joy), Chasing Stars (feat. James Bay)","brostep, edm, pop, progressive electro house"
Jonas Brothers,1110253,"Leave Before You Love Me (with Jonas Brothers), What A Man Gotta Do, Sucker, Like It's Christmas","boy band, pop"
Ak4:20,985259,"BICI, Me Arrepentí","urbano chileno, urbano latino"
Amy Shark,1816994,"Love Songs Ain't for Us (feat. Keith Urban), Love Songs Ain't for Us (feat. Keith Urban), Sway My Way (with Amy Shark), Everybody Rise, Everybody Rise",australian pop
Keith Urban,1734630,"Love Songs Ain't for Us (feat. Keith Urban), One Too Many, Love Songs Ain't for Us (feat. Keith Urban), That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault)","australian country, australian pop, contemporary country, country, country road"
Fidel Nadal,525526,International Love 420,"argentine reggae, argentine rock, latin alternative, mexican rock, rock en espanol"
David Kushner,816104,"Miserable Man, Mr. Forgettable",gen z singer-songwriter
Tomy DJ,523183,Don Omar RKT - Remix,previa
DJ Pirata,523183,Don Omar RKT - Remix,"cumbia 420, previa, rkt"
GON RMX,523183,Don Omar RKT - Remix,rkt
Dr. Dre,1356767,"Still D.R.E., The Next Episode, California Love - Original Version, Gospel (with Eminem)","g funk, gangster rap, hip hop, rap, west coast rap"
Snoop Dogg,1122694,"Still D.R.E., The Next Episode, From The D 2 The LBC (with Snoop Dogg), Young, Wild & Free (feat. Bruno Mars)","g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
Peach PRC,1171288,"Josh, God Is A Freak, Heavy",alt z
Steve Lacy,894862,"Bad Habit, Dark Red",afrofuturism
Luciano,4761665,"Beautiful Girl, 2CB, Alles Black, KIDS FROM THE BLOCK, PEPPERMINT, SCHMETTERLING, BAD EYEZ, ELMAS, SUVs, BLEIB' ÜBER NACHT (feat. Luciano), 10von10 - Remix, SCHMETTERLING, DRILLA, Majestic, PROMISE, Push It, 2CB, Cloud, NICHT WACH, ARRIVED, Vollmond, KIDS FROM THE BLOCK, Sweet Dreams, PEPPERMINT, Paris (feat. Luciano), ELMAS, DRILLA, NICHT MEHR HIER, 10von10 - Remix, BENIM HAYALLER, OFFICIEL, OHA Remix (feat. Luciano), SOLL KOMMEN WER WILL, DUNYA (feat. Luciano), SHAWTY, GIVE ME SOMETHING, MMH JA, Melodien, WINGS 2.0, B.A.E., WINGS 2.0, VERGESS DICH NICHT, BAD GIRLS, SHAWTY, DRIVE AROUND, SUICIDE DOORS","canzone napoletana, classical tenor, italian tenor, opera, operatic pop"
SAINt JHN,512817,Roses - Imanbek Remix,"melodic rap, slap house"
Imanbek,751694,"Roses - Imanbek Remix, Belly Dancer, Dancing On Dangerous, Big (feat. Gunna), Sweet Dreams","electro house, pop dance, slap house"
Sara Kays,510755,Remember That Night?,"alt z, gen z singer-songwriter, modern indie pop"
Tan Bionica,1819831,"La Melodía de Dios, La Melodía de Dios, Obsesionario en La Mayor, Ciudad Mágica, Beautiful, Loca","argentine rock, argentine telepop"
Luke Combs,1880371,"The Kind of Love We Make, The Kind of Love We Make, Forever After All, Doin' This, Outrunnin' Your Memory, When It Rains It Pours","contemporary country, country"
Toro y Moi,507185,The Difference,"chillwave, hypnagogic pop, indie soul, indietronica"
Alex Rose,746496,"Me Fije, Toda Remix - Remix","reggaeton, trap latino, urbano latino"
Machine Gun Kelly,3865305,"my ex's best friend (with blackbear), maybe (feat. Bring Me The Horizon), maybe (feat. Bring Me The Horizon), make up sex (feat. blackbear), F*CK YOU, GOODBYE (feat. Machine Gun Kelly), emo girl (feat. WILLOW), love race (feat. Kellin Quinn), forget me too (feat. Halsey), emo girl (feat. WILLOW), papercuts, ay! (feat. Lil Wayne), ay! (feat. Lil Wayne), thought it was (feat. Machine Gun Kelly & Travis Barker), gfy (with Machine Gun Kelly), more than life (feat. glaive), DAYWALKER! (feat. CORPSE)","ohio hip hop, pop rap"
blackbear,1696480,"my ex's best friend (with blackbear), make up sex (feat. blackbear), IDGAF (with blackbear), hot girl bummer, IDGAF (with blackbear), gfy (with Machine Gun Kelly), idfc, Love It When You Hate Me (feat. blackbear)",pop
Seven Kayne,1008466,"Cerca de ti (feat. Rusherking, Bhavi, Tobi) - Remix, Se Que No, Si Te Lastimé - acústico","argentine hip hop, trap argentino, trap latino, trap triste"
Tobi,758266,"Cerca de ti (feat. Rusherking, Bhavi, Tobi) - Remix, Valentino","chicago rap, indie hip hop"
Stevie Wonder,498909,What Christmas Means To Me,"motown, soul"
Sam Fischer,862222,"What Other People Say, This City","australian pop, singer-songwriter pop"
Demi Lovato,1218663,"What Other People Say, Met Him Last Night (feat. Ariana Grande), Cool for the Summer, Breakdown (feat. Demi Lovato)","pop, post-teen pop"
Natalia Lafourcade,497510,Hasta la Raíz,"latin alternative, latin pop, mexican pop, rock en espanol, veracruz indie"
Benson Boone,940618,"In The Stars, GHOST TOWN",singer-songwriter pop
Morad,492748,"Morad: Bzrp Music Sessions, Vol. 47","drill espanol, urbano espanol"
Niño de Elche,956998,"Tú Me Dejaste De Querer, Tú Me Dejaste De Querer",spanish pop
La Húngara,956998,"Tú Me Dejaste De Querer, Tú Me Dejaste De Querer","pop flamenco, rumba, spanish pop, spanish pop rock"
Ovy On The Drums,691826,"Miedito o Qué? (feat. KAROL G), Inolvidable","colombian pop, reggaeton colombiano, urbano latino"
Rafaga,488953,Una Cerveza,"cumbia chilena, cumbia villera"
The Neighbourhood,1023500,"Sweater Weather, Softcore, Daddy Issues","modern alternative rock, modern rock, pop, pov: indie"
El Retutu,482462,Hoy Volvi a Verte - Remix,cumbia pop
Maren Morris,845937,"You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault), You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)","classic texas country, contemporary country"
La Delio Valdez,475897,Inocente,"argentine rock, cumbia"
Natalie Perez,755277,"Detox, Algo Tiene","argentine telepop, pop argentino"
Los Palmeras,1551500,"Olvídala, El Bombón, La Cola, Soy Sabalero",cumbia santafesina
Ritt Momney,469173,Put Your Records On,bedroom pop
Luis Alberto Spinetta,468732,Seguir Viviendo Sin Tu Amor,"argentine rock, post-punk argentina, rock nacional"
Chris Stapleton,467064,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),"contemporary country, outlaw country"
Yung Gravy,466882,Betty (Get Money),"meme rap, minnesota hip hop"
Jowell & Randy,465509,Hoy Se Chicha,"reggaeton, urbano latino"
Elvis Presley,457461,Blue Christmas,"rock-and-roll, rockabilly"
Otis Redding,457075,Merry Christmas Baby,"classic soul, memphis soul, soul, soul blues, southern soul, vocal jazz"
Bad Gyal,456787,BOBO,"neoperreo, rap catala, rap latina, trap catala, urbano espanol"
MHD,456639,"MHD: Bzrp Music Sessions, Vol. 44","french hip hop, pop urbaine, r&b francais"
benny blanco,1679757,"Lonely (with benny blanco), You (with Marshmello & Vance Joy), Lonely (with benny blanco), Eastside (with Halsey & Khalid), You (with Marshmello & Vance Joy)",pop
RYH,455865,MDQ,"barbadian pop, pop, urban contemporary"
The Goo Goo Dolls,451524,Iris,"neo mellow, permanent wave, pop rock, post-grunge"
Tirri La Roca,1589929,"Tiki Taka, Sembrando el Terror - Remix, Frontea, EL TIRRI | DJ TAO Turreo Sessions #8, OREGANO | E1",cumbia 420
Jaymes Young,447500,Infinity,indie poptimism
Dean Lewis,1148992,"Hurtless, Be Alright, Falling Up, Never Really Loved Me (with Dean Lewis)","australian pop, singer-songwriter pop"
FUTURE BEATS,444167,CHOCOPOP RKT - TURREO EDIT,"previa, rkt"
Lasso,443703,Ojos Marrones,pop venezolano
Romeo Santos,443250,Fan de Tus Fotos,"bachata, latin hip hop, latin pop, urbano latino"
Eminem,3143809,"Without Me, Lose Yourself - From ""8 Mile"" Soundtrack, The Real Slim Shady, Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage, Godzilla (feat. Juice WRLD), 'Till I Collapse, Stan, Killer (feat. Jack Harlow & Cordae) - Remix, From The D 2 The LBC (with Snoop Dogg), Gospel (with Eminem)","detroit hip hop, hip hop, rap"
